description,edibility_binary
"Geopixis carbonaria (A. & S.ex Fr.) Sacc. An ascomycet, fruit body 5-15(20)mm. Across, goblet shaped, with a slender stalk, toffee-brown with a lighter edge. Asci 8 spored, spores 12-15(17)x6.5-8(9)um. Quite common on burnt ground or old fire sites, from May to autumn. Many thanks to Miroslaw Wantoch-Rekowski who sent me these photographs.",poisonous
"Gerronema chrysophylla (Fr.) Singer syn. Omphalina chrysophylla (Fr.) Murr. Cap 0.5-4cm across, flat with a shallowly depressed disc and incurved margin, becoming more funnel-shaped in age; ochre to yellowish brown; moist to dry, minutely hairy to scaly. Gills decurrent, distant, narrow to broad; orange-yellow. Stem 20-50 x 1-3mm, stuffed to hollow, somewhat curved or flattened; orange-yellow, sometimes tinged with brown, cottony white at the base; smooth, moist. Flesh thin, flexible; orange. Odor not distinctive. Taste not distinctive. Spores ellipsoid to cylindrical, smooth, nonamyloid, 8.5-15.5 x 4.5-6�. Deposit yellowish. Habitat scattered or in clusters on rotting conifer logs and moss. Found widely distributed throughout North America and in Europe. Season May-September. Edibility not known -avoid.",poisonous
"Gerronema strombodes (Berk. & Montague) Singer Cap 2.5-6cm across, convex becoming centrally depressed; gray to gray-brown, sometimes yellowish toward the margin; smooth, darkly and innately striate. Gills decurrent, distant, broad; yellowish white to whitish. Stem 30-60 x 3-7 mm; whitish, yellowish, or grayish; longitudinally hairy. Taste mild to bitterish. Spores ellipsoid, smooth, nonamyloid, 7.5-9 x 3-5.5�. Deposit whitish. Clamps present. Habitat on deciduous and coniferous tree trunks. Rare. Found in West Virginia and probably other areas. Season August-September. Edibility not known avoid.",poisonous
"Gloeophyllum oderatum (Wulf.: Fr.) Imazeki syn. Osmoporus odoratus (Fr.) Sing. A bracket found on dead spruce (Picea) and other conifer wood, often on the cut surface of felled trees or stumps. 5-20cm across often projecting as much as 10cm, when young a mixture of yellow and brown, older dull deer brown then eventually blackish. Perennial, last year�s fruit bodies may still be apparent. Pores 1-2 per mm. Corky and tough, smell like fennel, taste bitter to mild. Spores 7.5-9.5x3-4um. Common in spruce woods, easily recognised by the distinctive smell. Many thanks to Miroslaw Wantoch-Rekowski who sent me these photographs.",poisonous
"Gloeophyllum protractum (Fr.) Imaz. Fruit body annual or possibly perennial; no stem; broadly attached along fallen logs. Bracket up to 10cm across, 4cm wide, 0.5-1.5cm thick at base, somewhat triangular in section, with a rather sharp edge; yellowish brown to brown when young, becoming grayish to black in age; upper surface distinctly zoned and grooved, smooth and somewhat glossy at first becoming lined, uneven and a bit cracked near the base; tough and leathery. Tubes up to l0mm deep, with a light bloom. Pores 1-2 per mm, up to 3 x 1 mm, entire and angular, then somewhat elongated; dingy yellowish brown to tawny, bruising darker. Flesh up to l0mm thick, leathery; tawny to deep brown with a distinct black cuticle on top. Spores cylindrical, smooth, 8.5-11 x 3-4�. Hyphal structure trimitic; clamps present. Habitat on coniferous logs in open woods and forests. Found widely distributed in North America and Europe. Season June-October. Not edible.",poisonous
"Gloeophyllum sepiarium (Wulf. ex Fr.) Karst. syn. Lenzites sepiaria (Wulf. ex Fr.) Fr. Zaunblattling Conifer Mazegill. Bracket 2�3cm across, 5�12cm wide, 0.5�1cm thick, fan-shaped and often in tiered groups, corky; upper surface coarsely concentrically ridged and radially wrinkled, softly hairy at first later bristly, indistinctly zoned maroon to rusty darkening with age towards the point of attachment, lighter, even bright rusty-orange near the margin. Flesh rusty-brown. Taste and smell slight and not distinctive. Gills densely and radially arranged and often fusing together irregularly giving a maze-like appearance, light ochraceous-rust drying tobacco-brown. Spores white, cylindric, 9�12.5 x 3�4.5um. Habitat on coniferous trees or timber causing an intensive brown rot which rapidly destroys the infected wood. Season all year, annual. Uncommon. Not edible. Distribution, America and Europe.",poisonous
"Gloeoporus dichrous (Fr.) Bres. Fruit body annual. Resupinate and overlapping with the edges often curving up to form small, elongated, narrow shelves up to l0cm across, 4cm wide, 0.5cm thick at the base, with a sharp, undulating margin; upper surface white to cream, with concentric bands of color; finely felty becoming rough and tufted or smoother, depending on weather conditions during growth. Tubes rubbery when fresh, resinous to horny when dry and old, gelatinous. Pores 4-6 per mm, round to angular; surface light reddish, becoming dark purplish then browner when old, often covered with a bloom. Flesh up to 4mm thick, thicker than the tubes, cottony to loose; pure white. Spores cylindrical, smooth, 3.5-5.5 x 0.7-1.5�. Hyphal structure monomitic; clamps present. Habitat on the dead wood of numerous species of hardwood and sometimes on conifers and dead polypores. Found widely distributed throughout North America. Season September-October. Not edible.",poisonous
"Gomphidius glutinosus (Fr.) Fr. syn. Gomphus glutinosus (Fr.) Kummer. Grosser Schmierling Gomphide glutineux Slimy Spike. Cap 5�12cm across, greyish violet, glutinous. Stem 35�100 x 10�20mm, whitish above, grey-brown below, sometimes lemon-chrome at the base, glutinous with a glutinous veil connecting stem and cap margin which leaves a gelatinous blackening zone near the stem apex. Flesh whitish flushing vinaceous in the cap, strongly lemon-chrome towards the stem base. Taste and smell not distinctive. Gills decurrent, distant, whitish then vinaceous grey, darkening with age. Spore print sepia. Spores subfusiform, 17�20 x 5.5�6um. Habitat with conifers. Season autumn. Rare. Edible but not recommended. Distribution, America and Europe.",poisonous
"Gomphidius maculatus Fr. Fleckender Schmierling Gomphide macul�. Cap 3�6cm across, whitish or greyish and blotched with black in older specimens, glutinous. Stem 45�75 x 10�20mm, whitish becoming streaked sepia, base yellowish, dry at apex. Flesh white in cap reddening throughout with a vinaceous tint in stem base, blackening with age in places. Taste and smell not distinctive. Gills distant, decurrent, whitish becoming vinaceous grey, darkening with age. Spore print fuscous black. Spores subfusiform, 17�23 x 6�8um. Habitat with larch. Season late summer to autumn. Uncommon. Edible but not recommended. Distribution, America and Europe.",poisonous
"Gomphidius oregonensis Pk. Cap 2.5-15cm across, broadly convex; ochraceous salmon, turning blackish brown when old; smooth, viscid when wet. Gills decurrent, distant, broad; white then smoky gray-brown. Stem 40-100 x 10-25mm; white above, with yellow flush at base; a white, fibrillose veil above, covered with a secondary glutinous veil; several fruit bodies often clumped together with their stems fused at base. Flesh solid; white, yellow at base of stem. Odor mild. Taste mild. Spores spindle shaped to narrowly ellipsoid, tapered at ends, 10-13 x 4-6�. Deposit smoky black. Habitat normally emerging from a large fleshy mass buried deep in the soil, usually under conifers. Found along the Pacific Coast. Season August-October. Edible but poor.",poisonous
"Gomphidius roseus (Fr.) Karst. Rosy Spike, Rosa Schmierling, R�zsaszin ny�lk�sgomba, Gomphide rose, Rozsaszin ny�lk�sgomba. Cap up to 5cm across, coral becoming more brick with age, convex at first then flattened, very viscid. Stem 25�45 x 4�10mm, whitish flushed with pink or vinaceous tint, the white glutinous veil leaving an indistinct ring zone. Flesh dirty white tinted coral, occasionally dirty yellow in stem base. Taste and smell not distinctive. Gills deeply decurrent, greyish, finally mouse-grey with olivaceous tinge. Spore print fuscous black. Spores subfusiform 15.5�17.5(20) x 5�5.5um. Habitat with conifers, especially pines. Season autumn. Uncommon. Edible but not recommended. Distribution, America and Europe.",poisonous
"Hapalopilus nidulans (Fr.) Karst. syn. Polyporus nidulans Fr. Zimtfarbiger Weichporling. syn. P. rutilans Pers. ex Fr. Bracket 5�10cm across, 2�4cm wide, 1�4cm thick, fan-shaped; upper surface downy at first becoming smooth, ochraceous to cinnamon. Flesh cinnamon becoming paler towards the cuticle. Smell sweetish. Tubes up to 10mm long, ochraceous. Pores 2�4 per mm, angular, ochraceous to cinnamon-brown. Spores ellipsoid to cylindrical, 3.5�5 x 2�3um. Hyphal system monomitic; generative hyphae thin- to thick-walled with clamp-connections. KOH stains all parts bright violaceous. Habitat on dead deciduous wood. Season annual, summer to autumn. Uncommon. Not edible. Distribution, America and Europe.",poisonous
"Hebeloma edurum M�trod syn. Hebeloma sinuosum (Fr.) Qu�l. Ors�st�nk� fak�gomba. Cap 3-10cm across, convex with inrolled margin, the edge wrinkled-furrowed when young; pale cream-ochre to hazel brown at center, to pale pinkish; dry. Gills sinuate; whitish then dull milky coffee. Stem 30-100 x 10-20mm, base swollen, slightly rooting radicant, difficult to dig up intact; whitish to pale clay; fibrous. Veil present. Flesh white. Odor faint, like cocoa, or absent. Taste mild to slightly radishy. Spores almond-shaped, warty, 9-12 x 5-6.5�. Deposit pale brown. Habitat in circles around pine. Found in New Jersey. Season October-November. Not edible -suspect.",poisonous
"Hebeloma illicitum (Pk.) Sacc. Cap 2.5-3.5cm across, broadly convex becoming expanded; hygrophanous, dark chestnut brown when moist, paler when dry, especially on the margin, disc remaining darker; smooth. Gills adnexed, crowded, broad; pale brown. Stem 35-50 x 4mm), firm, hollow; cream or similar color to cap but much paler; lined at the top, white mycelium on the base. Veil white, slight. Flesh firm. Spores subellipsoid, 8.7-10 x 4.7-5.7�. Deposit rusty clay. Habitat on decaying logs, twigs, branches in woods. Found in northeastern North America, west to Missouri. Not common. Season September-October. Not edible -suspect.",poisonous
"Hebeloma mesophaeum (Pers.) Qu�lDunkelscheibiger F�lbling Veiled Poisonpie Cap 2�4.5cm across, convex then expanded, yellowish-brown, darker tan to date-brown at the centre, viscid when moist, margin covered in white fibrous remains of veil in young specimens. Stem 40�70 x 4mm, whitish above, with a poorly developed fibrillose ring zone, brownish towards the base. Flesh white in cap, brownish towards stem base. Taste bitter, smell strongly of radish. Gills clay-brown. Cheilocystidia thin-walled, hyaline, elongate-cylindric with obtuse apex, base often slightly enlarged. Spore print rusty-clay. Spores elliptic, very minutely punctate, 8�10 x 5�6um. Habitat damp woodland, often on burnt ground. Season late summer to early winter. Occasional. Edibility unknown �avoid, as many Hebelomas contain toxins. Distribution, America and Europe.",poisonous
"Hebeloma pusillum Lange Zwergf�lbling Apr� fak�gomba. Cap 1�2.5cm across, conico-convex then expanded, often with a small umbo, pallid tan darkening to rufuos or date brown at the centre, slightly viscid. Stem 20�40 x 2�3mm, mealy, white discolouring brownish towards the base. Flesh thin, pallid. Taste bitter, smell of radish. Gills pallid then clay-brown. Spore print clay-brown. Spores almond-shaped, finely warted, 10�14 x 5.5�7um. Habitat under willow. Season summer to autumn. Rare. Edibility unknown -avoid, as many Hebelomas contain toxins. Found In Europe.",poisonous
"Hebeloma sacchariolens Qu�l. Duftender F�lbling Sweet Poisonpie. Cap 2�7cm across, convex then flattened, sometimes with an indistinct umbo, ochre buff at the centre paling to buff at the margin, greasy. Stem 40�80 x 5�12mm, whitish apex mealy, silky-fibrous below. Flesh white. Taste bitter, smell sweet and flowery. Gills clay-brown then rusty. Cheilocystidia thin-walled, hyaline, cylindric. Spore print deep rust. Spores almond-shaped, warted, 12�17 x 7�9um. Habitat damp woodland. Season autumn. Occasional. Edibility unknown -avoid, as many Hebelomas contain toxins. Found In Europe and north America.",poisonous
"Hebeloma sterlingii (Pk.) Murr. Cap 1.5-2.5cm across, convex becoming flatter, margin incurved and with a few hanging veil fragments at first; gray or clay-colored with a brown disc; smooth and slightly sticky in the middle when moist. Gills adnexed, crowded, thin; pale to cinnamon. Stem 25-35 x 2-4mm, solid, sometimes slightly enlarged at the base; whitish vertically streaked with brown and browner downward, brick red inside; woolly-hairy. Veil hairy or weblike partial veil leaves an evanescent ring. Flesh reddish in stem. Odor mealy. Taste mealy. Spores ellipsoid, smooth, 10.5-11.5 x 6-7�. Deposit rusty clay. Habitat singly or in groups under spruce trees. Found in New Jersey and Washington. Season September-October. Not edible- suspect.",poisonous
